UserID,SurveyID,SurveyType,ResponseTime,ResponseDateTime,Rating,SurveyTitle,Keywords
U127,S0294,Automobile,41,2024-11-21 04:36:27,1,Fuel Efficiency,"human, environment, result"
U079,S0295,Environment,34,2024-03-20 10:22:45,1,Climate Change Impact,"result, learn, daughter"
U271,S0296,Business/Marketing,46,2024-10-18 16:17:46,2,Consumer Behavior,"floor, start, resource"
U248,S0297,Information Technology,28,2024-08-25 18:38:46,5,Cybersecurity,"window, spring, voice"
U065,S0298,Education,5,2024-06-13 15:37:35,2,Curriculum Effectiveness,"ahead, vote, prove"
U104,S0299,Education,5,2024-11-13 11:03:05,2,Student Engagement,"process, relationship, type"
U079,S0300,Education,11,2024-11-13 14:48:52,5,Student Engagement,"move, perhaps, south"
U205,S0301,Business/Marketing,46,2024-01-11 00:30:07,1,Product Feedback,"record, accept, coach"
U221,S0302,Agriculture,53,2024-09-03 15:55:11,2,Farming Techniques,"animal, sit, research"
U251,S0303,Information Technology,28,2024-09-16 13:58:18,2,Data Science,"modern, if, must"
U008,S0304,Automobile,30,2024-05-01 16:58:51,5,Fuel Efficiency,"green, season, trouble"
U225,S0305,Education,15,2024-08-12 18:43:27,1,Teacher Feedback,"action, push, series"
U161,S0306,Social Science,9,2024-04-15 04:06:34,3,Public Opinion,"mention, feel, education"
U177,S0307,Social Science,41,2024-11-19 23:41:03,4,Social Behavior,"return, look, ready"
U060,S0308,Automobile,46,2024-06-02 07:25:21,3,Customer Preferences,"hold, market, public"
U228,S0309,Automobile,5,2024-11-15 18:28:16,1,Electric Vehicle Adoption,"soldier, worry, prepare"
U121,S0310,Education,16,2024-02-09 14:32:49,1,Learning Methods,"health, catch, middle"
U012,S0311,Healthcare,57,2024-06-05 22:23:49,2,Treatment Outcomes,"about, door, agree"
U057,S0312,Social Science,28,2024-07-03 01:48:56,3,Public Opinion,"happen, third, late"
U019,S0313,Healthcare,35,2024-02-18 13:24:59,2,Patient Satisfaction,"firm, enjoy, resource"
U061,S0314,Information Technology,10,2024-10-03 05:29:33,2,Cybersecurity Awareness,"door, dinner, ahead"
U179,S0315,Social Science,11,2024-09-20 00:27:08,1,Public Opinion,"over, late, play"
U276,S0316,Healthcare,17,2024-07-26 14:19:11,3,Mental Health,"though, through, today"
U299,S0317,Business/Marketing,37,2024-11-15 09:31:25,5,Brand Awareness,"right, policy, reality"
U299,S0318,Healthcare,20,2023-12-20 08:47:52,4,Treatment Outcomes,"travel, difference, bill"
U011,S0319,Automobile,27,2024-01-16 16:34:00,3,Electric Vehicle Adoption,"apply, may, relationship"
U150,S0320,Business/Marketing,21,2024-04-18 04:16:16,3,Product Feedback,"song, one, threat"
U056,S0321,Education,30,2024-09-09 20:58:33,5,Curriculum Effectiveness,"health, development, travel"
U064,S0322,Healthcare,37,2024-09-15 02:00:55,1,Treatment Outcomes,"administration, image, read"
U033,S0323,Business/Marketing,16,2024-02-12 06:59:16,2,Brand Awareness,"result, particularly, think"
U234,S0324,Education,17,2024-04-02 02:20:16,3,Teacher Feedback,"candidate, boy, article"
U110,S0325,Education,58,2024-01-28 22:58:13,4,Teacher Feedback,"put, interest, heavy"
U150,S0326,Education,51,2024-12-11 21:14:20,5,Learning Methods,"trial, anyone, worker"
U042,S0327,Education,6,2024-01-23 00:02:32,2,Student Engagement,"data, crime, agency"
U112,S0328,Agriculture,60,2024-02-15 10:18:46,2,Crop Yield Methods,"hit, voice, avoid"
U156,S0329,Information Technology,21,2023-12-15 23:06:27,3,AI Adoption,"production, market, on"
U208,S0330,Environment,26,2024-05-01 05:33:03,5,Waste Management,"man, Democrat, case"
U243,S0331,Business/Marketing,18,2024-11-23 08:22:49,1,Market Trends,"society, as, continue"
U035,S0332,Agriculture,53,2024-04-09 09:30:23,5,Farming Techniques,"see, whole, street"
U253,S0333,Social Science,53,2024-04-08 07:25:40,2,Social Behavior,"go, though, full"
U087,S0334,Social Science,6,2024-08-15 20:09:56,1,Community Development,"stuff, effort, worry"
U012,S0335,Agriculture,26,2024-11-27 20:08:33,5,Pest Control,"seem, among, heavy"
U218,S0336,Automobile,33,2024-06-01 19:10:18,1,Safety Features,"those, attack, very"
U236,S0337,Education,9,2024-05-23 08:53:15,1,Curriculum Effectiveness,"power, institution, father"
U230,S0338,Business/Marketing,53,2024-10-10 14:56:22,1,Consumer Behavior,"success, able, letter"
U058,S0339,Information Technology,23,2024-10-06 07:19:03,2,Software Engineering,"rise, message, feel"
U043,S0340,Healthcare,44,2024-02-14 22:57:15,4,Treatment Outcomes,"important, somebody, task"
U157,S0341,Information Technology,6,2023-12-17 10:28:15,1,Artificial Intelligence,"security, set, involve"
U281,S0342,Healthcare,32,2024-11-25 07:46:01,3,Treatment Outcomes,"fish, however, necessary"
U047,S0343,Business/Marketing,29,2024-07-03 23:39:35,3,Consumer Behavior,"foot, black, heavy"
U160,S0344,Healthcare,5,2024-08-05 21:53:15,2,Public Health Awareness,"worker, mission, let"
U126,S0345,Automobile,59,2024-05-15 03:11:41,2,Fuel Efficiency,"but, brother, theory"
U262,S0346,Agriculture,39,2024-09-20 17:02:37,3,Crop Yield Methods,"something, personal, near"
U155,S0347,Agriculture,30,2024-01-21 07:16:34,1,Farming Techniques,"Congress, get, general"
U132,S0348,Social Science,51,2024-09-03 02:01:28,1,Cultural Studies,"throughout, movie, yard"
U072,S0349,Social Science,11,2024-01-03 07:54:11,3,Community Development,"trade, drop, travel"
U228,S0350,Automobile,36,2024-03-25 06:34:38,3,Safety Features,"argue, decade, Mr"
U290,S0351,Social Science,46,2024-10-19 21:19:09,3,Community Development,"seek, want, expect"
U108,S0352,Healthcare,22,2024-10-30 20:33:58,3,Patient Satisfaction,"kitchen, style, today"
U004,S0353,Environment,19,2024-08-03 13:53:00,4,Waste Management,"hot, former, you"
U233,S0354,Environment,43,2024-11-02 15:44:16,3,Waste Management,"from, myself, herself"
U256,S0355,Automobile,5,2024-11-27 07:58:09,4,Safety Features,"middle, level, situation"
U210,S0356,Healthcare,51,2024-07-11 18:21:31,3,Public Health Awareness,"machine, two, once"
U165,S0357,Healthcare,47,2024-07-26 21:57:57,3,Treatment Outcomes,"charge, by, adult"
U003,S0358,Agriculture,25,2024-05-23 22:12:41,2,Soil Health,"case, floor, international"
U243,S0359,Healthcare,47,2024-09-05 06:33:08,3,Treatment Outcomes,"establish, his, peace"
U179,S0360,Business/Marketing,52,2024-02-24 23:01:04,5,Market Trends,"away, dark, next"
U150,S0361,Social Science,59,2024-07-21 07:58:50,1,Public Opinion,"environment, allow, medical"
U298,S0362,Automobile,52,2024-01-28 12:02:06,1,Safety Features,"also, many, head"
U121,S0363,Environment,5,2024-09-22 01:20:16,1,Sustainability Practices,"far, draw, later"
U168,S0364,Healthcare,24,2024-10-09 13:38:31,2,Patient Satisfaction,"policy, report, name"
U148,S0365,Education,52,2024-04-10 18:34:30,5,Curriculum Effectiveness,"fish, eight, degree"
U280,S0366,Business/Marketing,36,2024-06-18 09:22:38,5,Brand Awareness,"right, other, after"
U183,S0367,Social Science,29,2024-05-07 13:37:35,5,Public Opinion,"face, from, so"
U073,S0368,Automobile,43,2024-10-09 01:54:15,5,Fuel Efficiency,"free, turn, range"
U199,S0369,Social Science,12,2024-07-04 02:09:57,5,Public Opinion,"save, as, rate"
U010,S0370,Automobile,17,2024-09-06 10:36:13,3,Customer Preferences,"they, drop, ready"
U168,S0371,Information Technology,33,2024-08-13 10:40:56,5,AI Adoption,"maintain, fly, finally"
U008,S0372,Automobile,24,2024-08-24 18:06:07,4,Fuel Efficiency,"civil, discover, attack"
U007,S0373,Business/Marketing,17,2024-11-13 13:19:49,5,Market Trends,"smile, nor, voice"
U158,S0374,Business/Marketing,45,2024-01-31 14:22:26,1,Consumer Behavior,"maintain, billion, president"
U062,S0375,Information Technology,34,2024-05-26 08:44:00,3,AI Adoption,"hold, five, most"
U039,S0376,Business/Marketing,41,2024-04-21 08:01:14,1,Product Feedback,"challenge, view, as"
U017,S0377,Social Science,50,2024-11-15 17:13:46,3,Public Opinion,"strategy, although, television"
U153,S0378,Information Technology,39,2024-10-23 03:49:21,2,Software Engineering,"alone, relationship, however"
U008,S0379,Automobile,48,2024-01-04 02:50:39,5,Customer Preferences,"central, should, line"
U036,S0380,Social Science,59,2023-12-14 05:15:57,5,Social Behavior,"husband, while, couple"
U283,S0381,Education,51,2024-08-15 07:25:33,1,Learning Methods,"five, in, bill"
U100,S0382,Business/Marketing,30,2024-08-06 20:59:40,4,Product Feedback,"south, leave, difference"
U147,S0383,Environment,44,2024-01-03 05:17:38,3,Renewable Energy,"five, spring, threat"
U222,S0384,Automobile,57,2024-09-18 18:47:15,3,Safety Features,"little, save, white"
U057,S0385,Agriculture,52,2024-05-28 07:02:51,3,Soil Health,"all, catch, join"
U138,S0386,Social Science,17,2024-09-19 21:29:08,3,Cultural Studies,"difference, per, similar"
U240,S0387,Social Science,16,2024-07-02 02:17:12,3,Social Behavior,"try, significant, as"
U187,S0388,Automobile,51,2024-08-20 16:27:21,4,Customer Preferences,"spend, natural, money"
U300,S0389,Information Technology,52,2024-10-31 12:16:01,2,Data Science,"white, treatment, young"
U147,S0390,Agriculture,12,2024-04-20 13:17:52,2,Soil Health,"hard, political, animal"
U119,S0391,Education,33,2024-11-10 14:55:30,5,Teacher Feedback,"draw, enjoy, hope"
U102,S0392,Healthcare,59,2024-09-11 01:07:02,3,Treatment Outcomes,"family, animal, election"
U084,S0393,Automobile,21,2024-04-08 14:39:05,2,Fuel Efficiency,"cultural, within, mouth"
U240,S0394,Education,13,2024-03-20 06:11:48,1,Teacher Feedback,"chair, particular, soon"
U028,S0395,Agriculture,47,2024-11-16 13:15:29,1,Soil Health,"set, past, create"
U237,S0396,Healthcare,51,2024-02-11 21:04:56,1,Public Health Awareness,"your, every, present"
U109,S0397,Healthcare,22,2024-11-05 20:23:57,1,Treatment Outcomes,"like, ten, painting"
U169,S0398,Social Science,46,2024-05-01 15:01:15,4,Public Opinion,"likely, person, sort"
U209,S0399,Education,43,2024-01-03 21:42:25,2,Curriculum Effectiveness,"however, present, similar"
U269,S0400,Automobile,44,2024-12-05 11:17:34,3,Electric Vehicle Adoption,"window, group, they"
U101,S0401,Agriculture,20,2024-10-06 00:35:58,1,Pest Control,"when, his, decade"
U145,S0402,Business/Marketing,58,2024-10-23 18:48:14,2,Market Trends,"certainly, example, current"
U014,S0403,Environment,18,2024-06-27 17:56:43,3,Waste Management,"fly, blue, old"
U075,S0404,Automobile,54,2024-08-30 09:57:37,3,Electric Vehicle Adoption,"trade, join, rise"
U002,S0405,Education,52,2023-12-24 14:10:46,4,Teacher Feedback,"resource, factor, audience"
U025,S0406,Agriculture,54,2024-07-10 21:09:08,3,Crop Yield Methods,"ask, hard, student"
U294,S0407,Social Science,27,2024-03-31 19:38:41,3,Social Behavior,"live, figure, two"
U290,S0408,Automobile,27,2024-11-13 00:40:15,2,Safety Features,"hit, treat, season"
U182,S0409,Healthcare,48,2024-06-28 22:02:31,2,Mental Health,"contain, financial, scene"
U154,S0410,Social Science,42,2024-01-07 18:53:57,5,Public Opinion,"owner, ok, close"
U152,S0411,Business/Marketing,14,2024-09-02 16:51:02,5,Consumer Behavior,"think, range, make"
U221,S0412,Information Technology,52,2024-07-19 04:14:57,5,Software Usability,"particular, so, series"
U106,S0413,Information Technology,51,2024-05-24 03:03:36,4,Embedded Systems,"value, turn, run"
U153,S0414,Healthcare,55,2024-01-05 22:51:00,4,Mental Health,"perform, energy, in"
U194,S0415,Education,51,2024-09-07 00:12:14,4,Student Engagement,"trouble, already, cup"
U276,S0416,Social Science,48,2024-03-29 18:15:30,1,Social Behavior,"church, enjoy, carry"
U092,S0417,Social Science,27,2024-04-23 14:05:42,5,Cultural Studies,"us, third, white"
U177,S0418,Healthcare,57,2024-04-29 15:47:59,1,Mental Health,"in, box, every"
U085,S0419,Social Science,56,2024-07-21 18:23:31,1,Social Behavior,"court, material, responsibility"
U036,S0420,Social Science,42,2024-08-21 18:03:06,2,Cultural Studies,"mouth, wall, common"
U224,S0421,Information Technology,37,2024-06-07 16:27:43,3,Software Usability,"time, rich, just"
U158,S0422,Business/Marketing,44,2024-06-05 14:20:41,3,Product Feedback,"learn, myself, blue"
U271,S0423,Healthcare,16,2024-06-10 10:05:57,3,Patient Satisfaction,"admit, suffer, court"
U243,S0424,Business/Marketing,60,2024-07-04 12:48:56,3,Product Feedback,"focus, bit, simply"
U279,S0425,Business/Marketing,45,2024-04-26 10:34:42,1,Market Trends,"music, above, store"
U183,S0426,Business/Marketing,10,2024-04-20 06:33:59,2,Consumer Behavior,"best, collection, present"
U109,S0427,Environment,12,2024-07-28 05:19:03,5,Waste Management,"shake, rule, test"
U189,S0428,Environment,55,2024-02-28 12:51:39,2,Waste Management,"national, car, government"
U054,S0429,Education,30,2024-05-31 08:37:28,3,Student Engagement,"small, point, now"
U140,S0430,Healthcare,45,2024-03-25 20:13:09,1,Mental Health,"west, phone, maybe"
U064,S0431,Education,57,2024-01-13 16:50:13,3,Teacher Feedback,"blood, amount, when"
U093,S0432,Business/Marketing,35,2024-11-06 06:33:42,4,Market Trends,"health, protect, inside"
U086,S0433,Information Technology,52,2024-03-06 02:54:24,2,Cybersecurity,"state, director, without"
U170,S0434,Automobile,29,2024-11-18 12:11:45,3,Customer Preferences,"term, race, expert"
U142,S0435,Social Science,19,2024-03-09 12:09:26,1,Social Behavior,"name, vote, ask"
U055,S0436,Business/Marketing,50,2024-08-27 18:21:19,5,Product Feedback,"south, doctor, live"
U205,S0437,Automobile,26,2024-09-26 21:22:37,4,Electric Vehicle Adoption,"radio, prepare, bag"
U114,S0438,Education,48,2024-04-20 07:54:07,4,Teacher Feedback,"country, father, of"
U250,S0439,Environment,43,2023-12-19 09:07:45,4,Renewable Energy,"base, collection, Democrat"
U242,S0440,Healthcare,46,2024-08-08 22:05:59,4,Patient Satisfaction,"ahead, color, field"
U012,S0441,Education,53,2024-02-05 03:11:24,3,Learning Methods,"north, age, agent"
U153,S0442,Healthcare,17,2024-04-21 16:11:35,3,Mental Health,"thank, difficult, mean"
U233,S0443,Business/Marketing,45,2024-07-18 09:56:11,2,Product Feedback,"report, talk, professor"
U231,S0444,Healthcare,52,2024-09-16 22:15:21,4,Mental Health,"if, stay, which"
U181,S0445,Social Science,18,2024-02-08 04:59:08,1,Public Opinion,"north, management, despite"
U272,S0446,Information Technology,28,2024-05-31 17:07:41,5,Artificial Intelligence,"enter, analysis, commercial"
U006,S0447,Healthcare,11,2024-09-15 11:01:17,4,Patient Satisfaction,"fire, fill, past"
U101,S0448,Information Technology,48,2024-09-18 10:05:21,4,Cybersecurity Awareness,"court, campaign, turn"
U292,S0449,Healthcare,57,2024-04-18 16:23:55,1,Treatment Outcomes,"win, lawyer, other"
U117,S0450,Social Science,13,2024-06-16 00:09:06,5,Cultural Studies,"know, home, contain"
U276,S0451,Information Technology,12,2024-05-08 20:11:50,1,Software Engineering,"behavior, subject, economic"
U214,S0452,Agriculture,25,2024-03-05 00:12:27,5,Soil Health,"past, trouble, sound"
U103,S0453,Information Technology,25,2024-05-14 21:23:30,1,Machine Learning,"evidence, hospital, hold"
U179,S0454,Education,24,2024-07-21 18:06:24,2,Learning Methods,"too, tonight, without"
U086,S0455,Information Technology,42,2024-10-19 23:46:43,3,Machine Learning,"whole, project, them"
U245,S0456,Automobile,15,2024-11-19 10:46:45,3,Electric Vehicle Adoption,"far, full, billion"
U024,S0457,Automobile,56,2024-10-08 00:02:25,1,Electric Vehicle Adoption,"financial, me, age"
U229,S0458,Business/Marketing,37,2024-03-20 17:30:47,5,Consumer Behavior,"top, senior, south"
U162,S0459,Automobile,50,2024-09-05 04:42:09,1,Fuel Efficiency,"simple, thing, series"
U034,S0460,Social Science,52,2024-08-06 16:02:08,1,Social Behavior,"product, protect, only"
U003,S0461,Education,57,2024-09-27 00:29:00,2,Learning Methods,"situation, whether, high"
U030,S0462,Social Science,34,2024-09-12 00:55:16,3,Social Behavior,"fear, term, why"
U135,S0463,Healthcare,48,2024-11-27 14:35:15,2,Mental Health,"card, difference, key"
U204,S0464,Business/Marketing,45,2024-06-16 17:07:06,2,Consumer Behavior,"police, wife, provide"
U153,S0465,Social Science,49,2024-03-30 11:58:19,2,Social Behavior,"hit, society, ten"
U161,S0466,Automobile,35,2024-01-25 09:05:54,3,Electric Vehicle Adoption,"the, parent, wind"
U155,S0467,Business/Marketing,16,2024-03-09 09:07:37,2,Consumer Behavior,"issue, into, recognize"
U123,S0468,Automobile,22,2024-01-22 01:10:14,4,Fuel Efficiency,"stop, item, full"
U299,S0469,Healthcare,16,2024-08-08 14:55:33,2,Treatment Outcomes,"now, turn, example"
U082,S0470,Social Science,18,2024-08-14 15:58:00,1,Cultural Studies,"news, level, consider"
U176,S0471,Education,30,2024-07-27 09:43:22,2,Learning Methods,"growth, task, government"
U228,S0472,Social Science,54,2024-01-27 23:06:47,4,Cultural Studies,"herself, wait, prepare"
U173,S0473,Information Technology,28,2024-07-28 02:44:03,2,Cybersecurity,"yes, positive, sure"
U148,S0474,Social Science,35,2023-12-18 06:21:06,5,Cultural Studies,"grow, learn, its"
U266,S0475,Education,34,2024-06-09 05:50:48,1,Curriculum Effectiveness,"strategy, myself, stay"
U096,S0476,Education,7,2024-10-24 04:12:36,2,Learning Methods,"nearly, education, increase"
U147,S0477,Agriculture,28,2024-10-10 05:10:25,4,Crop Yield Methods,"share, simple, remember"
U286,S0478,Automobile,53,2024-01-10 00:22:20,2,Electric Vehicle Adoption,"later, us, record"
U124,S0479,Social Science,41,2024-06-04 11:06:55,4,Social Behavior,"common, apply, card"
U291,S0480,Social Science,18,2024-05-10 17:14:51,5,Community Development,"notice, for, better"
U267,S0481,Healthcare,30,2024-02-25 02:55:43,5,Mental Health,"area, performance, management"
U203,S0482,Social Science,20,2024-11-11 18:27:04,2,Community Development,"turn, could, consider"
U035,S0483,Agriculture,46,2024-07-31 15:52:08,4,Crop Yield Methods,"develop, mouth, way"
U146,S0484,Agriculture,19,2024-11-30 04:34:47,4,Pest Control,"good, energy, long"
U275,S0485,Healthcare,48,2024-10-02 22:55:39,3,Mental Health,"report, woman, against"
U200,S0486,Education,7,2024-05-15 10:21:05,4,Teacher Feedback,"single, here, arm"
U281,S0487,Business/Marketing,51,2024-04-12 17:52:57,2,Market Trends,"him, fear, down"
U174,S0488,Education,11,2023-12-24 14:10:55,3,Student Engagement,"once, my, property"
U258,S0489,Agriculture,23,2024-02-22 06:45:07,2,Pest Control,"hit, meet, future"
U286,S0490,Healthcare,54,2024-06-13 06:17:57,5,Mental Health,"themselves, against, ready"
U235,S0491,Automobile,36,2024-05-06 09:48:01,5,Fuel Efficiency,"already, trial, board"
U109,S0492,Social Science,5,2023-12-21 05:09:41,5,Community Development,"hit, dog, everybody"
U119,S0493,Education,54,2024-06-21 23:19:19,5,Learning Methods,"live, eye, risk"
U240,S0494,Agriculture,7,2024-09-05 02:08:44,1,Crop Yield Methods,"risk, offer, subject"
U238,S0495,Healthcare,45,2024-11-15 15:49:14,4,Patient Satisfaction,"memory, family, theory"
U191,S0496,Automobile,48,2024-10-03 01:52:57,1,Electric Vehicle Adoption,"experience, type, mean"
U103,S0497,Business/Marketing,10,2024-07-09 07:47:48,1,Consumer Behavior,"foreign, enjoy, fight"
U080,S0498,Automobile,59,2024-06-22 03:40:42,3,Safety Features,"feeling, matter, in"
U145,S0499,Automobile,39,2024-01-25 15:37:08,2,Safety Features,"detail, peace, American"
U262,S0500,Education,56,2024-06-02 07:19:54,5,Curriculum Effectiveness,"another, yeah, land"
U300,S0501,Automobile,26,2023-12-23 17:58:41,3,Electric Vehicle Adoption,"move, artist, about"
U102,S0502,Information Technology,33,2024-01-27 10:23:19,1,Cybersecurity Awareness,"week, will, nature"
U031,S0503,Agriculture,35,2024-03-03 14:07:22,4,Crop Yield Methods,"institution, central, month"
U046,S0504,Education,32,2023-12-16 00:42:22,5,Learning Methods,"discussion, risk, either"
U103,S0505,Agriculture,22,2024-07-05 18:10:40,3,Pest Control,"official, staff, industry"
U095,S0506,Information Technology,45,2024-04-09 03:44:54,1,Cybersecurity Awareness,"also, over, without"
U285,S0507,Healthcare,20,2024-11-12 02:30:00,2,Public Health Awareness,"federal, middle, bank"
U172,S0508,Agriculture,35,2024-03-19 03:57:24,3,Farming Techniques,"machine, first, could"
U159,S0509,Education,47,2024-08-10 08:36:01,2,Teacher Feedback,"early, idea, none"
U148,S0510,Environment,33,2024-05-30 10:43:53,3,Climate Change Impact,"that, couple, front"
U055,S0511,Information Technology,25,2024-08-07 17:40:24,4,Cybersecurity Awareness,"place, candidate, professional"
U102,S0512,Education,59,2024-04-14 17:43:21,2,Student Engagement,"idea, view, region"
U292,S0513,Information Technology,10,2024-04-24 18:32:03,3,Artificial Intelligence,"paper, cultural, thus"
U281,S0514,Information Technology,7,2023-12-15 15:28:11,3,Embedded Systems,"thus, start, in"
U257,S0515,Information Technology,17,2024-10-22 11:26:48,4,Software Usability,"key, kind, campaign"
U274,S0516,Agriculture,48,2024-11-14 01:40:06,5,Pest Control,"majority, Republican, push"
U144,S0517,Healthcare,23,2024-06-08 16:00:21,4,Treatment Outcomes,"beyond, amount, main"
U099,S0518,Business/Marketing,45,2024-09-18 08:06:34,4,Consumer Behavior,"pick, end, rule"
U047,S0519,Social Science,11,2023-12-14 18:57:32,2,Cultural Studies,"about, wonder, collection"
U077,S0520,Business/Marketing,30,2024-05-14 17:06:13,3,Product Feedback,"per, toward, indicate"
U210,S0521,Environment,54,2024-01-01 12:30:37,3,Renewable Energy,"chance, how, have"
U176,S0522,Business/Marketing,11,2024-01-02 10:40:10,4,Consumer Behavior,"tree, PM, student"
U206,S0523,Information Technology,23,2024-02-28 22:29:23,5,Cybersecurity Awareness,"painting, example, home"
U148,S0524,Environment,41,2024-03-23 13:59:06,1,Climate Change Impact,"crime, group, left"
U167,S0525,Information Technology,54,2024-02-19 19:23:40,5,Cybersecurity Awareness,"their, clear, more"
U061,S0526,Social Science,55,2024-01-31 06:48:59,4,Social Behavior,"tonight, specific, important"
U067,S0527,Information Technology,50,2024-04-29 03:47:49,2,Cybersecurity Awareness,"trade, while, catch"
U001,S0528,Business/Marketing,30,2024-05-09 10:23:15,2,Consumer Behavior,"office, short, build"
U019,S0529,Agriculture,52,2024-10-25 20:06:36,2,Pest Control,"computer, trial, TV"
U143,S0530,Environment,16,2024-03-16 18:17:53,4,Climate Change Impact,"often, record, government"
U293,S0531,Environment,22,2024-01-03 15:36:45,3,Waste Management,"could, child, left"
U130,S0532,Healthcare,57,2024-11-18 21:08:32,1,Mental Health,"happen, mind, page"
U082,S0533,Social Science,31,2024-08-17 15:03:38,5,Public Opinion,"protect, fire, often"
U159,S0534,Environment,48,2024-04-17 06:17:33,3,Renewable Energy,"stage, argue, market"
U201,S0535,Business/Marketing,27,2024-02-12 15:51:30,3,Brand Awareness,"yard, by, role"
U213,S0536,Healthcare,8,2024-01-18 19:36:41,5,Public Health Awareness,"study, about, inside"
U218,S0537,Automobile,25,2023-12-18 06:17:52,2,Fuel Efficiency,"go, name, either"
U269,S0538,Business/Marketing,46,2024-07-16 22:09:14,4,Market Trends,"two, tonight, along"
U152,S0539,Information Technology,55,2024-06-26 21:51:25,1,Software Usability,"total, service, conference"
U273,S0540,Information Technology,49,2024-06-25 06:09:44,2,Machine Learning,"rule, enter, economic"
U086,S0541,Education,23,2024-01-15 06:56:50,2,Learning Methods,"raise, take, forget"
U072,S0542,Environment,34,2024-03-10 12:37:30,5,Sustainability Practices,"half, walk, military"
U060,S0543,Information Technology,35,2024-06-21 12:52:32,5,Cybersecurity Awareness,"through, policy, reality"
U216,S0544,Healthcare,14,2024-05-17 15:20:29,2,Mental Health,"begin, pretty, hospital"
U240,S0545,Business/Marketing,12,2023-12-23 20:13:40,2,Consumer Behavior,"today, amount, personal"
U140,S0546,Automobile,40,2024-07-18 06:04:08,3,Customer Preferences,"adult, many, much"
U108,S0547,Business/Marketing,20,2024-10-12 00:24:09,2,Market Trends,"reduce, talk, sound"
U061,S0548,Information Technology,21,2024-05-27 00:33:53,3,Data Science,"plan, pressure, campaign"
U062,S0549,Information Technology,33,2024-06-04 21:36:31,2,Cybersecurity,"quite, my, dream"
U133,S0550,Business/Marketing,26,2024-07-12 01:48:05,4,Consumer Behavior,"eight, trade, southern"
U257,S0551,Healthcare,26,2024-02-16 20:55:16,4,Public Health Awareness,"number, student, thank"
U291,S0552,Agriculture,19,2024-06-03 15:16:37,5,Pest Control,"me, statement, use"
U116,S0553,Education,58,2024-01-17 19:33:09,2,Curriculum Effectiveness,"chance, enough, present"
U149,S0554,Healthcare,37,2024-11-29 09:13:14,1,Treatment Outcomes,"sure, news, me"
U041,S0555,Education,16,2024-05-20 20:23:38,4,Curriculum Effectiveness,"suffer, know, local"
U297,S0556,Business/Marketing,44,2024-08-12 07:28:37,5,Consumer Behavior,"conference, board, dog"
U111,S0557,Information Technology,15,2024-07-06 14:29:36,4,AI Adoption,"five, example, movie"
U070,S0558,Education,28,2024-10-28 13:00:48,4,Curriculum Effectiveness,"section, nature, none"
U277,S0559,Agriculture,38,2024-10-13 11:57:29,4,Farming Techniques,"management, movement, modern"
U110,S0560,Environment,45,2024-11-21 14:39:37,5,Sustainability Practices,"better, future, yard"
U221,S0561,Education,6,2024-08-24 23:46:11,1,Teacher Feedback,"paper, remember, now"
U016,S0562,Environment,58,2024-07-09 16:15:53,5,Climate Change Impact,"find, skill, dark"
U149,S0563,Environment,42,2024-11-13 15:24:44,3,Sustainability Practices,"them, him, sea"
U216,S0564,Education,27,2024-11-11 05:11:19,2,Teacher Feedback,"grow, glass, should"
U165,S0565,Agriculture,46,2024-09-16 07:18:55,3,Soil Health,"hard, democratic, issue"
U197,S0566,Environment,14,2024-08-03 04:07:37,1,Climate Change Impact,"here, why, conference"
U294,S0567,Automobile,25,2024-08-25 04:43:07,1,Fuel Efficiency,"student, plant, staff"
U261,S0568,Social Science,5,2024-06-11 23:44:53,2,Public Opinion,"interview, let, speak"
U015,S0569,Business/Marketing,14,2024-05-02 21:53:28,2,Market Trends,"hold, check, chair"
U084,S0570,Social Science,28,2024-05-24 08:16:49,3,Community Development,"light, line, certainly"
U186,S0571,Healthcare,29,2024-02-11 23:51:37,3,Mental Health,"various, subject, buy"
U289,S0572,Healthcare,12,2024-03-25 17:23:15,2,Mental Health,"training, often, watch"
U135,S0573,Education,23,2024-06-29 18:31:43,1,Curriculum Effectiveness,"on, should, key"
U174,S0574,Environment,30,2024-03-01 16:59:23,1,Sustainability Practices,"range, war, must"
U092,S0575,Information Technology,45,2024-01-19 22:07:36,1,Data Science,"trial, such, resource"
U296,S0576,Healthcare,27,2024-07-24 23:57:10,2,Public Health Awareness,"yeah, why, chair"
U242,S0577,Information Technology,56,2024-02-14 23:12:10,4,Artificial Intelligence,"physical, several, think"
U103,S0578,Education,26,2024-11-30 11:39:15,2,Learning Methods,"part, win, boy"
U062,S0579,Healthcare,10,2024-09-12 01:15:51,2,Mental Health,"particular, alone, safe"
U197,S0580,Business/Marketing,30,2024-04-04 03:20:35,5,Consumer Behavior,"college, strategy, a"
U210,S0581,Healthcare,27,2024-07-18 22:08:42,3,Mental Health,"back, finally, focus"
U011,S0582,Agriculture,47,2024-06-04 08:56:27,5,Farming Techniques,"truth, power, may"
U162,S0583,Education,6,2023-12-22 02:58:27,5,Learning Methods,"own, I, sit"
U094,S0584,Healthcare,6,2024-07-10 10:53:58,3,Mental Health,"call, TV, general"
U033,S0585,Social Science,13,2024-05-19 11:15:21,3,Public Opinion,"music, yet, improve"
U246,S0586,Agriculture,55,2024-11-27 09:13:58,3,Soil Health,"leave, wind, increase"
